Materiais Básicos;Químicos;Químicos Diversos;;;;
Materiais Básicos;Químicos;CRISTAL;CRPG;;;
Materiais Básicos;Químicos;UNIPAR      ;UNIP;;;
Materiais Básicos;Madeira e Papel;Madeira;;;;
Materiais Básicos;Madeira e Papel;DURATEX     ;DTEX;NM             ;;
Materiais Básicos;Madeira e Papel;EUCATEX     ;EUCA;N1             ;;
Materiais Básicos;Madeira e Papel;Papel e Celulose;;;;
Materiais Básicos;Madeira e Papel;IRANI ;RANI;;;
Materiais Básicos;Madeira e Papel;KLABIN S/A  ;KLBN;N2;;
Materiais Básicos;Madeira e Papel;MELHOR SP   ;MSPA;;;
Materiais Básicos;Madeira e Papel;SANTHER     ;STTZ;;;
Materiais Básicos;Madeira e Papel;SUZANO HOLD ;NEMO;;;
Materiais Básicos;Madeira e Papel;SUZANO S.A.;SUZB;NM             ;;
Materiais Básicos;Embalagens;Embalagens;;;;
Materiais Básicos;Embalagens;METAL IGUACU;MTIG;;;
Materiais Básicos;Materiais Diversos;Materiais Diversos;;;;
Materiais Básicos;Materiais Diversos;SANSUY      ;SNSY;;;
;;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Bens Industriais;Construção e Engenharia;Produtos para Construção;;;;
Bens Industriais;Construção e Engenharia;ETERNIT     ;ETER;NM             ;;
Bens Industriais;Construção e Engenharia;HAGA S/A    ;HAGA;;;
Bens Industriais;Construção e Engenharia;PORTOBELLO  ;PTBL;NM             ;;
Bens Industriais;Construção e Engenharia;Construção Pesada;;;;
Bens Industriais;Construção e Engenharia;AZEVEDO     ;AZEV;;;
Bens Industriais;Construção e Engenharia;Engenharia Consultiva;;;;
Bens Industriais;Construção e Engenharia;SONDOTECNICA;SOND;;;
Bens Industriais;Construção e Engenharia;TECNOSOLO   ;TCNO;;;
Bens Industriais;Construção e Engenharia;Serviços Diversos;;;;
Bens Industriais;Construção e Engenharia;MILLS       ;MILS;NM             ;;
Bens Industriais;Material de Transporte;Material Aeronáutico e de Defesa;;;;
Bens Industriais;Material de Transporte;EMBRAER     ;EMBR;NM             ;;
Bens Industriais;Material de Transporte;Material Rodoviário;;;;
Bens Industriais;Material de Transporte;FRAS-LE     ;FRAS;N1             ;;
Bens Industriais;Material de Transporte;MARCOPOLO   ;POMO;N2             ;;
Bens Industriais;Material de Transporte;RANDON PART ;RAPT;N1             ;;
Bens Industriais;Material de Transporte;RECRUSUL    ;RCSL;;;
Bens Industriais;Material de Transporte;RIOSULENSE  ;RSUL;;;
Bens Industriais;Material de Transporte;TUPY        ;TUPY;NM             ;;
Bens Industriais;Material de Transporte;WETZEL S/A  ;MWET;;;
Bens Industriais;Máquinas e Equipamentos;Motores, Compressores e Outros;;;;
Bens Industriais;Máquinas e Equipamentos;SCHULZ      ;SHUL;;;
Bens Industriais;Máquinas e Equipamentos;WEG         ;WEGE;NM             ;;
Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais;;;;
Bens Industriais;Máquinas e Equipamentos;ACO ALTONA  ;EALT;;;
Bens Industriais;Máquinas e Equipamentos;AERIS;AERI;NM             ;;
Bens Industriais;Máquinas e Equipamentos;BARDELLA    ;BDLL;;;
Bens Industriais;Máquinas e Equipamentos;INDS ROMI   ;ROMI;NM             ;;
Bens Industriais;Máquinas e Equipamentos;INEPAR      ;INEP;;;
Bens Industriais;Máquinas e Equipamentos;KEPLER WEBER;KEPL;;;
Bens Industriais;Máquinas e Equipamentos;METALFRIO   ;FRIO;NM             ;;
Bens Industriais;Máquinas e Equipamentos;NORDON MET  ;NORD;;;
Bens Industriais;Máquinas e Equipamentos;PRATICA;PTCA;M2;;
Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;;;;
Bens Industriais;Máquinas e Equipamentos;METISA      ;MTSA;;;
Bens Industriais;Máquinas e Equipamentos;STARA;STTR;MA;;
Bens Industriais;Máquinas e Equipamentos;Armas e Munições;;;;
Bens Industriais;Máquinas e Equipamentos;TAURUS ARMAS;TASA;N2             ;;
Bens Industriais;Transporte;Transporte Aéreo;;;;
Bens Industriais;Transporte;AZUL;AZUL;N2             ;;
Bens Industriais;Transporte;GOL         ;GOLL;N2             ;;
Bens Industriais;Transporte;Transporte Ferroviário;;;;
Bens Industriais;Transporte;ALL NORTE   ;FRRN;MB             ;;
Bens Industriais;Transporte;ALL PAULISTA;GASC;MB             ;;
Bens Industriais;Transporte;COSAN LOG;RLOG;NM             ;;
Bens Industriais;Transporte;FER C ATLANT;VSPT;;;
Bens Industriais;Transporte;MRS LOGIST  ;MRSA;MB             ;;
Bens Industriais;Transporte;RUMO S.A.;RAIL;NM             ;;
Bens Industriais;Transporte;Transporte Hidroviário;;;;
Bens Industriais;Transporte;HIDROVIAS;HBSA;NM             ;;
Bens Industriais;Transporte;LOG-IN      ;LOGN;NM             ;;
Bens Industriais;Transporte;TREVISA     ;LUXM;;;
Bens Industriais;Transporte;Transporte Rodoviário;;;;
Bens Industriais;Transporte;JSL         ;JSLG;NM             ;;
Bens Industriais;Transporte;TEGMA       ;TGMA;NM             ;;
Bens Industriais;Transporte;Exploração de Rodovias;;;;
Bens Industriais;Transporte;AUTOBAN     ;ANHB;;;
Bens Industriais;Transporte;CCR SA      ;CCRO;NM             ;;
Bens Industriais;Transporte;CONC RAPOSO ;RPTA;;;
Bens Industriais;Transporte;CONC RIO TER;CRTE;MB             ;;
Bens Industriais;Transporte;ECON        ;ERDV;;;
Bens Industriais;Transporte;ECONORTE    ;ECNT;;;
Bens Industriais;Transporte;ECOPISTAS   ;ASCP;;;
Bens Industriais;Transporte;ECORODOVIAS ;ECOR;NM             ;;
Bens Industriais;Transporte;ECOVIAS     ;ECOV;;;
Bens Industriais;Transporte;ROD COLINAS ;COLN;;;
Bens Industriais;Transporte;ROD TIETE   ;RDVT;;;
Bens Industriais;Transporte;RT BANDEIRAS;CRBD;;;
Bens Industriais;Transporte;TRIANGULOSOL;TRIA;;;
Bens Industriais;Transporte;TRIUNFO PART;TPIS;NM             ;;
Bens Industriais;Transporte;VIAOESTE    ;VOES;;;
Bens Industriais;Transporte;Serviços de Apoio e Armazenagem;;;;
Bens Industriais;Transporte;GRUAIRPORT;AGRU;MB             ;;
Bens Industriais;Transporte;PORTO VM;PSVM;;;
Bens Industriais;Transporte;INVEPAR     ;IVPR;MB             ;;
Bens Industriais;Transporte;SALUS INFRA;SAIP;;;
Bens Industriais;Transporte;SANTOS BRP  ;STBP;N2             ;;
Bens Industriais;Transporte;WILSON SONS ;WSON;DR3;;
Bens Industriais;Serviços Diversos;Serviços Diversos;;;;
Bens Industriais;Serviços Diversos;ATMASA;ATMP;NM             ;;
Bens Industriais;Serviços Diversos;AMBIPAR;AMBP;NM             ;;
Bens Industriais;Serviços Diversos;BBMLOGISTICA;BBML;MA;;
Bens Industriais;Serviços Diversos;CSU CARDSYST;CARD;NM             ;;
Bens Industriais;Serviços Diversos;DTCOM-DIRECT;DTCY;;;
Bens Industriais;Serviços Diversos;ESTAPAR;ALPK;NM             ;;
Bens Industriais;Serviços Diversos;FLEX S/A;FLEX;MA;;
Bens Industriais;Serviços Diversos;PRINER;PRNR;MA;;
Bens Industriais;Serviços Diversos;SEQUOIA LOG;SEQL;NM             ;;
Bens Industriais;Serviços Diversos;VALID       ;VLID;NM             ;;
Bens Industriais;Comércio;Material de Transporte;;;;
Bens Industriais;Comércio;BATTISTELLA ;BTTL;;;
Bens Industriais;Comércio;MINASMAQUINA;MMAQ;;;
Bens Industriais;Comércio;WLM IND COM ;WLMM;;;
;;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Consumo não Cíclico;Agropecuária;Agricultura;;;;
Consumo não Cíclico;Agropecuária;ALIPERTI    ;APTI;;;
Consumo não Cíclico;Agropecuária;BRASILAGRO  ;AGRO;NM             ;;
Consumo não Cíclico;Agropecuária;POMIFRUTAS;FRTA;NM             ;;
Consumo não Cíclico;Agropecuária;SLC AGRICOLA;SLCE;NM             ;;
Consumo não Cíclico;Agropecuária;TERRA SANTA;TESA;NM             ;;
Consumo não Cíclico;Alimentos Processados;Açucar e Alcool;;;;
Consumo não Cíclico;Alimentos Processados;BIOSEV;BSEV;NM             ;;
Consumo não Cíclico;Alimentos Processados;RAIZEN ENERG;RESA;;;
Consumo não Cíclico;Alimentos Processados;SAO MARTINHO;SMTO;NM             ;;
Consumo não Cíclico;Alimentos Processados;Carnes e Derivados;;;;
Consumo não Cíclico;Alimentos Processados;BRF SA   ;BRFS;NM             ;;
Consumo não Cíclico;Alimentos Processados;EXCELSIOR   ;BAUH;;;
Consumo não Cíclico;Alimentos Processados;JBS         ;JBSS;NM             ;;
Consumo não Cíclico;Alimentos Processados;MARFRIG     ;MRFG;NM             ;;
Consumo não Cíclico;Alimentos Processados;MINERVA     ;BEEF;NM             ;;
Consumo não Cíclico;Alimentos Processados;MINUPAR     ;MNPR;;;
Consumo não Cíclico;Alimentos Processados;Alimentos Diversos;;;;
Consumo não Cíclico;Alimentos Processados;CAMIL;CAML;NM             ;;
Consumo não Cíclico;Alimentos Processados;J.MACEDO    ;JMCD;;;
Consumo não Cíclico;Alimentos Processados;JOSAPAR     ;JOPA;;;
Consumo não Cíclico;Alimentos Processados;M.DIASBRANCO;MDIA;NM             ;;
Consumo não Cíclico;Alimentos Processados;ODERICH     ;ODER;;;
Consumo não Cíclico;Bebidas;Cervejas e Refrigerantes;;;;
Consumo não Cíclico;Bebidas;AMBEV S/A;ABEV;;;
Consumo não Cíclico;Produtos de Uso Pessoal e de Limpeza;Produtos de Uso Pessoal;;;;
Consumo não Cíclico;Produtos de Uso Pessoal e de Limpeza;GRUPO NATURA      ;NTCO;NM             ;;
Consumo não Cíclico;Produtos de Uso Pessoal e de Limpeza;Produtos de Limpeza;;;;
Consumo não Cíclico;Produtos de Uso Pessoal e de Limpeza;BOMBRIL     ;BOBR;;;
Consumo não Cíclico;Comércio e Distribuição;Alimentos;;;;
Consumo não Cíclico;Comércio e Distribuição;CARREFOUR BR;CRFB;NM             ;;
Consumo não Cíclico;Comércio e Distribuição;GRUPO MATEUS;GMAT;NM             ;;
Consumo não Cíclico;Comércio e Distribuição;P.ACUCAR-CBD;PCAR;N1             ;;
;;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Consumo Cíclico;Construção Civil;Incorporações;;;;
Consumo Cíclico;Construção Civil;CONST A LIND;CALI;;;
Consumo Cíclico;Construção Civil;CR2         ;CRDE;NM             ;;
Consumo Cíclico;Construção Civil;CURY S/A;CURY;NM             ;;
Consumo Cíclico;Construção Civil;CYRELA REALT;CYRE;NM             ;;
Consumo Cíclico;Construção Civil;DIRECIONAL  ;DIRR;NM             ;;
Consumo Cíclico;Construção Civil;EVEN        ;EVEN;NM             ;;
Consumo Cíclico;Construção Civil;EZTEC       ;EZTC;NM             ;;
Consumo Cíclico;Construção Civil;GAFISA      ;GFSA;NM             ;;
Consumo Cíclico;Construção Civil;HELBOR      ;HBOR;NM             ;;
Consumo Cíclico;Construção Civil;INTER SA ;INNT;MA;;
Consumo Cíclico;Construção Civil;JHSF PART   ;JHSF;NM             ;;
Consumo Cíclico;Construção Civil;JOAO FORTES ;JFEN;;;
Consumo Cíclico;Construção Civil;LAVVI;LAVV;NM             ;;
Consumo Cíclico;Construção Civil;MELNICK;MELK;NM             ;;
Consumo Cíclico;Construção Civil;MITRE REALTY;MTRE;NM             ;;
Consumo Cíclico;Construção Civil;MOURA DUBEUX;MDNE;NM             ;;
Consumo Cíclico;Construção Civil;MRV         ;MRVE;NM             ;;
Consumo Cíclico;Construção Civil;PDG REALT   ;PDGR;NM             ;;
Consumo Cíclico;Construção Civil;PLANOEPLANO;PLPL;NM             ;;
Consumo Cíclico;Construção Civil;RNI;RDNI;NM             ;;
Consumo Cíclico;Construção Civil;ROSSI RESID ;RSID;NM             ;;
Consumo Cíclico;Construção Civil;TECNISA     ;TCSA;NM             ;;
Consumo Cíclico;Construção Civil;TENDA;TEND;NM             ;;
Consumo Cíclico;Construção Civil;TRISUL      ;TRIS;NM             ;;
Consumo Cíclico;Construção Civil;VIVER       ;VIVR;NM             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos;;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;CEDRO       ;CEDO;N1             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;COTEMINAS   ;CTNM;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;DOHLER      ;DOHL;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;ENCORPAR    ;ECPR;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;IND CATAGUAS;CATA;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;KARSTEN     ;CTKA;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;PETTENATI   ;PTNT;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;SANTANENSE  ;CTSA;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;SPRINGS     ;SGPS;NM             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;TEKA        ;TEKA;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;TEX RENAUX  ;TXRX;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;Vestuário;;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;CIA HERING  ;HGTX;NM             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;TRACK FIELD;TFCO;N2;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;Calçados;;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;ALPARGATAS  ;ALPA;N1             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;CAMBUCI     ;CAMB;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;GRENDENE    ;GRND;NM             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;VULCABRAS   ;VULC;NM             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;Acessórios;;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;MUNDIAL     ;MNDL;;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;TECHNOS     ;TECN;NM             ;;
Consumo Cíclico;Tecidos, Vestuário e Calçados;VIVARA S.A.;VIVA;NM             ;;
;;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Consumo Cíclico;Utilidades Domésticas;Eletrodomésticos;;;;
Consumo Cíclico;Utilidades Domésticas;WHIRLPOOL   ;WHRL;;;
Consumo Cíclico;Utilidades Domésticas;Móveis;;;;
Consumo Cíclico;Utilidades Domésticas;UNICASA;UCAS;NM             ;;
Consumo Cíclico;Utilidades Domésticas;Utensílios Domésticos;;;;
Consumo Cíclico;Utilidades Domésticas;HERCULES    ;HETA;;;
Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;;;;
Consumo Cíclico;Automóveis e Motocicletas;IOCHP-MAXION;MYPK;NM             ;;
Consumo Cíclico;Automóveis e Motocicletas;METAL LEVE  ;LEVE;NM             ;;
Consumo Cíclico;Automóveis e Motocicletas;PLASCAR PART;PLAS;;;
Consumo Cíclico;Hoteis e Restaurantes;Hotelaria;;;;
Consumo Cíclico;Hoteis e Restaurantes;HOTEIS OTHON;HOOT;;;
Consumo Cíclico;Hoteis e Restaurantes;Restaurante e Similares;;;;
Consumo Cíclico;Hoteis e Restaurantes;BK BRASIL;BKBR;NM             ;;
Consumo Cíclico;Hoteis e Restaurantes;IMC S/A;MEAL;NM             ;;
Consumo Cíclico;Viagens e Lazer;Bicicletas;;;;
Consumo Cíclico;Viagens e Lazer;BIC MONARK  ;BMKS;;;
Consumo Cíclico;Viagens e Lazer;Brinquedos e Jogos;;;;
Consumo Cíclico;Viagens e Lazer;ESTRELA     ;ESTR;;;
Consumo Cíclico;Viagens e Lazer;Produção de Eventos e Shows;;;;
Consumo Cíclico;Viagens e Lazer;SPTURIS     ;AHEB;;;
Consumo Cíclico;Viagens e Lazer;TIME FOR FUN;SHOW;NM             ;;
Consumo Cíclico;Viagens e Lazer;Viagens e Turismo;;;;
Consumo Cíclico;Viagens e Lazer;CVC BRASIL;CVCB;NM             ;;
Consumo Cíclico;Viagens e Lazer;Atividades Esportivas;;;;
Consumo Cíclico;Viagens e Lazer;SMART FIT;SMFT;M2;;
Consumo Cíclico;Diversos;Serviços Educacionais;;;;
Consumo Cíclico;Diversos;ANIMA;ANIM;NM             ;;
Consumo Cíclico;Diversos;BAHEMA      ;BAHI;MA;;
Consumo Cíclico;Diversos;COGNA ON;COGN;NM             ;;
Consumo Cíclico;Diversos;SER EDUCA;SEER;NM             ;;
Consumo Cíclico;Diversos;YDUQS PART;YDUQ;NM             ;;
Consumo Cíclico;Diversos;Aluguel de carros;;;;
Consumo Cíclico;Diversos;LOCALIZA    ;RENT;NM             ;;
Consumo Cíclico;Diversos;LOCAMERICA;LCAM;NM             ;;
Consumo Cíclico;Diversos;MAESTROLOC;MSRO;M2;;
Consumo Cíclico;Diversos;MOVIDA;MOVI;NM             ;;
Consumo Cíclico;Diversos;UNIDAS      ;UNID;;;
Consumo Cíclico;Diversos;Programas de Fidelização;;;;
Consumo Cíclico;Diversos;SMILES;SMLS;NM             ;;
Consumo Cíclico;Comércio;Tecidos, Vestuário e Calçados;;;;
Consumo Cíclico;Comércio;AREZZO CO   ;ARZZ;NM             ;;
Consumo Cíclico;Comércio;CEA MODAS;CEAB;NM             ;;
Consumo Cíclico;Comércio;GRAZZIOTIN  ;CGRA;;;
Consumo Cíclico;Comércio;GRUPO SOMA;SOMA;NM             ;;
Consumo Cíclico;Comércio;GUARARAPES  ;GUAR;;;
Consumo Cíclico;Comércio;LE LIS BLANC;LLIS;NM             ;;
Consumo Cíclico;Comércio;LOJAS MARISA;AMAR;NM             ;;
Consumo Cíclico;Comércio;LOJAS RENNER;LREN;NM             ;;
Consumo Cíclico;Comércio;Eletrodomésticos;;;;
Consumo Cíclico;Comércio;MAGAZ LUIZA ;MGLU;NM             ;;
Consumo Cíclico;Comércio;VIAVAREJO;VVAR;NM             ;;
Consumo Cíclico;Comércio;Produtos Diversos;;;;
Consumo Cíclico;Comércio;B2W DIGITAL;BTOW;NM             ;;
Consumo Cíclico;Comércio;CENTAURO;CNTO;NM             ;;
Consumo Cíclico;Comércio;LOJAS AMERIC;LAME;N1             ;;
Consumo Cíclico;Comércio;PETZ;PETZ;NM             ;;
Consumo Cíclico;Comércio;QUERO-QUERO;LJQQ;NM             ;;
Consumo Cíclico;Comércio;SARAIVA LIVR;SLED;N2             ;;
;;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos;;;;
Saúde;Medicamentos e Outros Produtos;BIOMM       ;BIOM;MA;;
Saúde;Medicamentos e Outros Produtos;NORTCQUIMICA;NRTQ;MA;;
Saúde;Medicamentos e Outros Produtos;OUROFINO S/A;OFSA;NM             ;;
Saúde;Medicamentos e Outros Produtos;Serviços Médico - Hospitalares,;;;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;Análises e Diagnósticos;;;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;ADVANCED-DH;ADHM;;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;ALLIAR;AALR;NM             ;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;DASA        ;DASA;;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;FLEURY      ;FLRY;NM             ;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;HAPVIDA;HAPV;NM             ;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;IHPARDINI;PARD;NM             ;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;INTERMEDICA;GNDI;NM             ;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;ODONTOPREV  ;ODPV;NM             ;;
Saúde;Serviços Médico - Hospitalares, Análises e Diagnósticos;QUALICORP   ;QUAL;NM             ;;
Saúde;Equipamentos;Equipamentos;;;;
Saúde;Equipamentos;BAUMER      ;BALM;;;
Saúde;Equipamentos;LIFEMED;LMED;MA;;
Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;;;;
Saúde;Comércio e Distribuição;DIMED       ;PNVL;;;
Saúde;Comércio e Distribuição;D1000VFARMA;DMVF;NM             ;;
Saúde;Comércio e Distribuição;HYPERA;HYPE;NM             ;;
Saúde;Comércio e Distribuição;PAGUE MENOS;PGMN;NM             ;;
Saúde;Comércio e Distribuição;PROFARMA    ;PFRM;NM             ;;
Saúde;Comércio e Distribuição;RAIADROGASIL    ;RADL;NM             ;;
;;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;;;;
Tecnologia da Informação;Computadores e Equipamentos;POSITIVO TEC;POSI;NM             ;;
Tecnologia da Informação;Programas e Serviços;Programas e Serviços;;;;
Tecnologia da Informação;Programas e Serviços;BRQ;BRQB;MA;;
Tecnologia da Informação;Programas e Serviços;ENJOEI;ENJU;NM             ;;
Tecnologia da Informação;Programas e Serviços;LINX;LINX;NM             ;;
Tecnologia da Informação;Programas e Serviços;LOCAWEB;LWSA;NM             ;;
Tecnologia da Informação;Programas e Serviços;MELIUZ;CASH;NM             ;;
Tecnologia da Informação;Programas e Serviços;QUALITY SOFT;QUSW;MA;;
Tecnologia da Informação;Programas e Serviços;SINQIA;SQIA;NM             ;;
Tecnologia da Informação;Programas e Serviços;TOTVS       ;TOTS;NM             ;;
;Programas e Serviços;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Comunicações;Telecomunicações;Telecomunicações;;;;
Comunicações;Telecomunicações;ALGAR TELEC;ALGT;;;
Comunicações;Telecomunicações;OI;OIBR;N1;;
Comunicações;Telecomunicações;TELEBRAS    ;TELB;;;
Comunicações;Telecomunicações;TELEF BRASIL;VIVT;;;
Comunicações;Telecomunicações;TIM;TIMS;NM             ;;
Comunicações;Telecomunicações;TIM PART S/A;TIMP;NM             ;;
Comunicações;Mídia;Produção e Difusão de Filmes e Programas;;;;
Comunicações;Mídia;CINESYSTEM;CNSY;MA;;
;;;;;;
SETOR ECONÔMICO;SUBSETOR;SEGMENTO;LISTAGEM;;;
;;;CÓDIGO;SEGMENTO;;
Utilidade Pública;Energia Elétrica;Energia Elétrica;;;;
Utilidade Pública;Energia Elétrica;AES SUL     ;AESL;;;
Utilidade Pública;Energia Elétrica;AES TIETE E;TIET;N2             ;;
Utilidade Pública;Energia Elétrica;AFLUENTE T  ;AFLT;;;
Utilidade Pública;Energia Elétrica;ALUPAR;ALUP;N2             ;;
Utilidade Pública;Energia Elétrica;AMPLA ENERG ;CBEE;;;
Utilidade Pública;Energia Elétrica;CACHOEIRA;CPTE;MB             ;;
Utilidade Pública;Energia Elétrica;CEB         ;CEBR;;;
Utilidade Pública;Energia Elétrica;CEEE-D      ;CEED;N1             ;;
Utilidade Pública;Energia Elétrica;CEEE-GT     ;EEEL;N1             ;;
Utilidade Pública;Energia Elétrica;CELESC      ;CLSC;N2             ;;
Utilidade Pública;Energia Elétrica;CELGPAR     ;GPAR;;;
Utilidade Pública;Energia Elétrica;CELPE       ;CEPE;;;
Utilidade Pública;Energia Elétrica;CEMIG       ;CMIG;N1             ;;
Utilidade Pública;Energia Elétrica;CEMIG DIST  ;CMGD;;;
Utilidade Pública;Energia Elétrica;CEMIG GT    ;CMGT;;;
Utilidade Pública;Energia Elétrica;CESP        ;CESP;N1             ;;
Utilidade Pública;Energia Elétrica;COELBA      ;CEEB;;;
